Issue Type,Epic,Summary,Description,Acceptance Criteria,Story Points,Labels,Dependencies,Parent
Story,Security Hardening,SEC-08: Audit secrets/credential/PII log redaction across all modules,"As a platform security owner, I want have every module's logging audited to confirm no secret, token, or full PII value is ever logged, so that RULES.md §6.2's redaction rule is verified across the full module set that shipped in Phase 1, not just spot-checked.

PRD reference(s): §6.2 Structured logging standards (RULES.md)
Module(s)/Screen(s): shared (security)
Testing tier(s): unit
Story points reasoning: Audit + remediation pass, structurally similar to SEC-05 but targeting logging rather than request binding.","- Given the log-redaction audit runs across every module, when log statements are reviewed, then no supplier/BYOS/Meta credential, payment token, or full traveler PII value appears in any log line or exception message — masking is applied wherever a request/response body might be logged.",5,backend;security;observability;phase2,FND-24,
Sub-task,Security Hardening,SEC-08 subtask: [NEW] Backend: log-redaction audit checklist run against every module,[NEW] Backend: log-redaction audit checklist run against every module,,,backend;security;observability;phase2;subtask,,SEC-08: Audit secrets/credential/PII log redaction across all modules
Sub-task,Security Hardening,SEC-08 subtask: [NEW] Backend: remediation for any unmasked secret/PII log statement found,[NEW] Backend: remediation for any unmasked secret/PII log statement found,,,backend;security;observability;phase2;subtask,,SEC-08: Audit secrets/credential/PII log redaction across all modules
Sub-task,Security Hardening,SEC-08 subtask: [NEW] Backend: unit test per remediated log statement,[NEW] Backend: unit test per remediated log statement,,,backend;security;observability;phase2;subtask,,SEC-08: Audit secrets/credential/PII log redaction across all modules
Story,Security Hardening,SEC-09: Wire dependency vulnerability scanning into the CI gate,"As a engineering team, I want have every Gradle and npm dependency scanned for known vulnerabilities on every PR, so that the platform doesn't ship a known-CVE dependency silently, extending OPS-05's CI gate list.

PRD reference(s): §8 PR / Code Review Checklist (RULES.md)
Module(s)/Screen(s): Infra (CI)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Standard CI tooling addition (e.g. Dependabot/Snyk/OWASP Dependency-Check) on top of OPS-05's existing pipeline.","- Given a PR introduces a dependency with a known Critical/High CVE, when CI runs, then the vulnerability scan fails the build, blocking merge until resolved.",3,devops;security;phase2,OPS-05,
Sub-task,Security Hardening,SEC-09 subtask: [NEW] Infra: dependency vulnerability scanning (Gradle + npm) wired into the CI gate,[NEW] Infra: dependency vulnerability scanning (Gradle + npm) wired into the CI gate,,,devops;security;phase2;subtask,,SEC-09: Wire dependency vulnerability scanning into the CI gate
Sub-task,Security Hardening,SEC-09 subtask: [NEW] Infra: README / RULES.md documentation update,[NEW] Infra: README / RULES.md documentation update,,,devops;security;phase2;subtask,,SEC-09: Wire dependency vulnerability scanning into the CI gate
Sub-task,Security Hardening,SEC-09 subtask: [NEW] Infra: verification step (local run and/or CI check),[NEW] Infra: verification step (local run and/or CI check),,,devops;security;phase2;subtask,,SEC-09: Wire dependency vulnerability scanning into the CI gate
Story,Security Hardening,SEC-10: Complete an external security review / pentest engagement sign-off,"As a Super Admin, I want have an external security firm's sign-off before GA, so that the platform's security posture is independently validated beyond internal review, closing out the security hardening epic.

PRD reference(s): §7 Assumptions, Dependencies, Risks
Module(s)/Screen(s): shared (security)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Process/coordination-heavy deliverable depending on SEC-02's remediation being complete first.","- Given the external engagement completes, when the sign-off report is reviewed, then all Critical/High findings from SEC-02's internal pentest and this external review are resolved, and the sign-off is recorded before GA.",5,backend;security;phase2,SEC-02,
Sub-task,Security Hardening,SEC-10 subtask: [NEW] Backend: external pentest engagement scoping + execution,[NEW] Backend: external pentest engagement scoping + execution,,,backend;security;phase2;subtask,,SEC-10: Complete an external security review / pentest engagement sign-off
Sub-task,Security Hardening,SEC-10 subtask: [NEW] Backend: remediation of any new external-review findings,[NEW] Backend: remediation of any new external-review findings,,,backend;security;phase2;subtask,,SEC-10: Complete an external security review / pentest engagement sign-off
Sub-task,Security Hardening,SEC-10 subtask: [NEW] Backend: sign-off recorded as a release gate,[NEW] Backend: sign-off recorded as a release gate,,,backend;security;phase2;subtask,,SEC-10: Complete an external security review / pentest engagement sign-off
Story,Compliance Execution,CMP-01: Finalize India GST/TCS rates and mechanics with tax counsel,"As a Consultant, I want have India GST/TCS calculated using confirmed rates and mechanics, not FIN-17's illustrative placeholder, so that PRD §12.1 Example C and §19's open item are formally resolved, replacing the MVP's config-flagged illustrative calculation.

PRD reference(s): §12.1 Worked Example C; §19 Open Items
Module(s)/Screen(s): payments, compliance
Testing tier(s): unit, integration (Testcontainers)
Story points reasoning: Depends entirely on external tax-counsel sign-off before the real implementation can be finalized — scope is the upper bound assuming straightforward confirmation.

NEEDS CLARIFICATION: PRD §19: exact GST/TCS rates and mechanics require tax-counsel sign-off — this story cannot be finalized until that sign-off is received; scope/estimate may change once the real mechanics are known.","- Given tax-counsel sign-off is received on exact GST/TCS rates and mechanics, when the config flag from FIN-17 is updated, then the calculation layer applies the confirmed rates in production, with the illustrative-rate flag removed.",8,backend;compliance;payments;phase2,FIN-17,
Sub-task,Compliance Execution,CMP-01 subtask: [EXTEND] Backend: confirmed GST/TCS rates and mechanics replace FIN-17's illustrative config,[EXTEND] Backend: confirmed GST/TCS rates and mechanics replace FIN-17's illustrative config,,,backend;compliance;payments;phase2;subtask,,CMP-01: Finalize India GST/TCS rates and mechanics with tax counsel
Sub-task,Compliance Execution,CMP-01 subtask: [NEW] Backend: unit test — confirmed-rate calculation,[NEW] Backend: unit test — confirmed-rate calculation,,,backend;compliance;payments;phase2;subtask,,CMP-01: Finalize India GST/TCS rates and mechanics with tax counsel
Sub-task,Compliance Execution,CMP-01 subtask: [NEW] Backend: integrationTest,[NEW] Backend: integrationTest,,,backend;compliance;payments;phase2;subtask,,CMP-01: Finalize India GST/TCS rates and mechanics with tax counsel
Story,Compliance Execution,CMP-02: Finalize UK TOMS VAT rate and mechanics with UK tax counsel,"As a Consultant, I want have UK TOMS VAT calculated using the confirmed rate and mechanics, not FIN-18's illustrative placeholder, so that PRD §12.1 Example D and §19's open item are formally resolved.

PRD reference(s): §12.1 Worked Example D; §19 Open Items
Module(s)/Screen(s): payments, compliance
Testing tier(s): unit, integration (Testcontainers)
Story points reasoning: Same external-dependency shape as CMP-01, for the UK market.

NEEDS CLARIFICATION: PRD §19: exact TOMS VAT rate and mechanics require UK tax-counsel sign-off — this story cannot be finalized until that sign-off is received.","- Given UK tax-counsel sign-off is received on the exact TOMS VAT rate and mechanics, when the config flag from FIN-18 is updated, then the calculation layer applies the confirmed rate in production, with the illustrative-rate flag removed.",8,backend;compliance;payments;phase2,FIN-18,
Sub-task,Compliance Execution,CMP-02 subtask: [EXTEND] Backend: confirmed TOMS VAT rate and mechanics replace FIN-18's illustrative config,[EXTEND] Backend: confirmed TOMS VAT rate and mechanics replace FIN-18's illustrative config,,,backend;compliance;payments;phase2;subtask,,CMP-02: Finalize UK TOMS VAT rate and mechanics with UK tax counsel
Sub-task,Compliance Execution,CMP-02 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;compliance;payments;phase2;subtask,,CMP-02: Finalize UK TOMS VAT rate and mechanics with UK tax counsel
Sub-task,Compliance Execution,CMP-02 subtask: [NEW] Backend: integrationTest,[NEW] Backend: integrationTest,,,backend;compliance;payments;phase2;subtask,,CMP-02: Finalize UK TOMS VAT rate and mechanics with UK tax counsel
Story,Compliance Execution,CMP-03: Integrate UK ATOL license registration and certificate issuance,"As a Consultant, I want have real ATOL certificates issued against Adren's own ATOL license registration, not just a stored reference field, so that PRD §17.1's UK ATOL requirement moves from BOK-15/BOK-11's MVP internal-reference implementation to a real license-backed integration.

PRD reference(s): §17.1 Market-by-Market Requirements (UK); §20.11 Voucher (atol_certificate_reference)
Module(s)/Screen(s): compliance
Testing tier(s): integration (Testcontainers)
Story points reasoning: Requires Adren's own real ATOL license registration as a precondition — an operational/legal dependency, not just code.","- Given Adren's ATOL license registration is confirmed, when a UK dynamic flight+hotel package is booked, then a real ATOL certificate is issued against that registration and referenced on the Voucher, not a placeholder value.",8,backend;compliance;phase2,"BOK-15, BOK-11",
Sub-task,Compliance Execution,CMP-03 subtask: [EXTEND] Backend: real ATOL certificate issuance against Adren's confirmed license registration,[EXTEND] Backend: real ATOL certificate issuance against Adren's confirmed license registration,,,backend;compliance;phase2;subtask,,CMP-03: Integrate UK ATOL license registration and certificate issuance
Sub-task,Compliance Execution,CMP-03 subtask: [NEW] Backend: integrationTest,[NEW] Backend: integrationTest,,,backend;compliance;phase2;subtask,,CMP-03: Integrate UK ATOL license registration and certificate issuance
Story,Compliance Execution,CMP-04: Implement Danish Package Travel Act compliance,"As a Consultant, I want have Denmark-market bookings comply with the Danish Package Travel Act, so that PRD §17.1's Denmark row is implemented as real platform enforcement, not just a KYC field.

PRD reference(s): §17.1 Market-by-Market Requirements (Denmark)
Module(s)/Screen(s): compliance
Testing tier(s): unit, module (@ApplicationModuleTest)
Story points reasoning: New market-specific compliance gate following BOK-11's established ATOL-gate pattern.","- Given a Denmark-based Consultant publishes a package meeting the Danish Package Travel Act's package-definition criteria, when publish is attempted, then the platform enforces the Act's applicable disclosure/protection requirements before allowing publish, mirroring the UK ATOL gate's enforcement pattern.",5,backend;compliance;phase2,FND-04,
Sub-task,Compliance Execution,CMP-04 subtask: [NEW] Backend: `enforceDanishPackageTravelAct` business logic / state-transition method,[NEW] Backend: `enforceDanishPackageTravelAct` business logic / state-transition method,,,backend;compliance;phase2;subtask,,CMP-04: Implement Danish Package Travel Act compliance
Sub-task,Compliance Execution,"CMP-04 subtask: [NEW] Backend: domain event publication (`@Transactional`, same method scope)","[NEW] Backend: domain event publication (`@Transactional`, same method scope)",,,backend;compliance;phase2;subtask,,CMP-04: Implement Danish Package Travel Act compliance
Sub-task,Compliance Execution,"CMP-04 subtask: [NEW] Backend: REST endpoint `(internal — publish-gate, mirrors UK ATOL pattern)`","[NEW] Backend: REST endpoint `(internal — publish-gate, mirrors UK ATOL pattern)`",,,backend;compliance;phase2;subtask,,CMP-04: Implement Danish Package Travel Act compliance
Sub-task,Compliance Execution,CMP-04 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;compliance;phase2;subtask,,CMP-04: Implement Danish Package Travel Act compliance
Sub-task,Compliance Execution,CMP-04 subtask: [NEW] Backend: module/integration test,[NEW] Backend: module/integration test,,,backend;compliance;phase2;subtask,,CMP-04: Implement Danish Package Travel Act compliance
Story,Compliance Execution,CMP-05: Capture and enforce Australia ATAS accreditation,"As a Consultant, I want have my ATAS accreditation captured at onboarding and enforced where required, so that PRD §17.1's Australia row and §13.1's ATAS-if-applicable KYC field move from capture-only (FND-04) to real enforcement.

PRD reference(s): §17.1 Market-by-Market Requirements (Australia); §13.1 Consultant Onboarding
Module(s)/Screen(s): compliance
Testing tier(s): unit, module (@ApplicationModuleTest)
Story points reasoning: Enforcement layer on top of FND-04's already-captured ATAS field.","- Given an Australia-based Consultant's ATAS accreditation is not yet verified, when they attempt an action requiring it, then the platform blocks or flags the action per the confirmed enforcement rule, rather than only capturing the field at onboarding with no downstream check.",5,backend;compliance;phase2,FND-04,
Sub-task,Compliance Execution,CMP-05 subtask: [NEW] Backend: `enforceAtasAccreditation` business logic / state-transition method,[NEW] Backend: `enforceAtasAccreditation` business logic / state-transition method,,,backend;compliance;phase2;subtask,,CMP-05: Capture and enforce Australia ATAS accreditation
Sub-task,Compliance Execution,"CMP-05 subtask: [NEW] Backend: domain event publication (`@Transactional`, same method scope)","[NEW] Backend: domain event publication (`@Transactional`, same method scope)",,,backend;compliance;phase2;subtask,,CMP-05: Capture and enforce Australia ATAS accreditation
Sub-task,Compliance Execution,CMP-05 subtask: [NEW] Backend: REST endpoint `(internal — action-gate for Australia-market Consultants)`,[NEW] Backend: REST endpoint `(internal — action-gate for Australia-market Consultants)`,,,backend;compliance;phase2;subtask,,CMP-05: Capture and enforce Australia ATAS accreditation
Sub-task,Compliance Execution,CMP-05 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;compliance;phase2;subtask,,CMP-05: Capture and enforce Australia ATAS accreditation
Sub-task,Compliance Execution,CMP-05 subtask: [NEW] Backend: module/integration test,[NEW] Backend: module/integration test,,,backend;compliance;phase2;subtask,,CMP-05: Capture and enforce Australia ATAS accreditation
Story,Compliance Execution,CMP-06: Capture and enforce USA state-level Seller of Travel registration,"As a Consultant, I want have my state-level Seller of Travel registration (CA/FL/WA/HI/IA) captured and enforced, so that PRD §17.1's USA row and §22.9's T18 acceptance criterion are fully implemented, not just flagged at onboarding.

PRD reference(s): §17.1 Market-by-Market Requirements (USA); §22.9 T18; §25 T18
Module(s)/Screen(s): compliance
Testing tier(s): unit, module (@ApplicationModuleTest)
Story points reasoning: Five-state-specific rule set (CA/FL/WA/HI/IA), each potentially with distinct requirements — broader than the single-rule market stories in this epic.","- Given a Consultant's declared home market is USA and their declared state is California, when they complete onboarding, then the system flags the California Seller of Travel registration requirement (T18), and blocks state-specific actions until registration is confirmed.",8,backend;compliance;phase2,FND-04,
Sub-task,Compliance Execution,CMP-06 subtask: [NEW] Backend: `enforceStateSellerOfTravel` business logic / state-transition method,[NEW] Backend: `enforceStateSellerOfTravel` business logic / state-transition method,,,backend;compliance;phase2;subtask,,CMP-06: Capture and enforce USA state-level Seller of Travel registration
Sub-task,Compliance Execution,"CMP-06 subtask: [NEW] Backend: domain event publication (`@Transactional`, same method scope)","[NEW] Backend: domain event publication (`@Transactional`, same method scope)",,,backend;compliance;phase2;subtask,,CMP-06: Capture and enforce USA state-level Seller of Travel registration
Sub-task,Compliance Execution,"CMP-06 subtask: [NEW] Backend: REST endpoint `(internal — per-state rule table, data-driven per §24.7)`","[NEW] Backend: REST endpoint `(internal — per-state rule table, data-driven per §24.7)`",,,backend;compliance;phase2;subtask,,CMP-06: Capture and enforce USA state-level Seller of Travel registration
Sub-task,Compliance Execution,CMP-06 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;compliance;phase2;subtask,,CMP-06: Capture and enforce USA state-level Seller of Travel registration
Sub-task,Compliance Execution,CMP-06 subtask: [NEW] Backend: module/integration test,[NEW] Backend: module/integration test,,,backend;compliance;phase2;subtask,,CMP-06: Capture and enforce USA state-level Seller of Travel registration
Story,Compliance Execution,CMP-07: Verify Dubai/UAE DTCM trade license,"As a Consultant, I want have my DTCM trade license verified as part of onboarding enforcement, so that PRD §17.1's Dubai/UAE row moves from capture-only to a real verification workflow.

PRD reference(s): §17.1 Market-by-Market Requirements (Dubai/UAE); §13.1 Consultant Onboarding
Module(s)/Screen(s): compliance
Testing tier(s): unit, module (@ApplicationModuleTest)
Story points reasoning: Same enforcement-layer pattern as CMP-05, applied to the DTCM license.","- Given a Dubai/UAE-based Consultant's DTCM license is not yet verified, when they attempt a licensed action, then the platform blocks or flags the action per the confirmed verification workflow.",5,backend;compliance;phase2,FND-04,
Sub-task,Compliance Execution,CMP-07 subtask: [NEW] Backend: `enforceDtcmVerification` business logic / state-transition method,[NEW] Backend: `enforceDtcmVerification` business logic / state-transition method,,,backend;compliance;phase2;subtask,,CMP-07: Verify Dubai/UAE DTCM trade license
Sub-task,Compliance Execution,"CMP-07 subtask: [NEW] Backend: domain event publication (`@Transactional`, same method scope)","[NEW] Backend: domain event publication (`@Transactional`, same method scope)",,,backend;compliance;phase2;subtask,,CMP-07: Verify Dubai/UAE DTCM trade license
Sub-task,Compliance Execution,CMP-07 subtask: [NEW] Backend: REST endpoint `(internal — action-gate for Dubai/UAE-market Consultants)`,[NEW] Backend: REST endpoint `(internal — action-gate for Dubai/UAE-market Consultants)`,,,backend;compliance;phase2;subtask,,CMP-07: Verify Dubai/UAE DTCM trade license
Sub-task,Compliance Execution,CMP-07 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;compliance;phase2;subtask,,CMP-07: Verify Dubai/UAE DTCM trade license
Sub-task,Compliance Execution,CMP-07 subtask: [NEW] Backend: module/integration test,[NEW] Backend: module/integration test,,,backend;compliance;phase2;subtask,,CMP-07: Verify Dubai/UAE DTCM trade license
Story,Compliance Execution,CMP-08: Implement India DPDP Act data-handling compliance,"As a compliance owner, I want have India-market traveler PII handled per the Digital Personal Data Protection Act, so that PRD §17.1's India data-protection row is implemented as real data-handling controls.

PRD reference(s): §17.1 Market-by-Market Requirements (India, Data Protection)
Module(s)/Screen(s): compliance
Testing tier(s): unit, module (@ApplicationModuleTest)
Story points reasoning: Data-handling controls scoped to the India market, parallel in shape to CMP-09's EU/UK GDPR story but a distinct legal framework.","- Given India-market traveler PII is processed, when DPDP Act-relevant controls are evaluated, then consent capture, purpose limitation, and data-subject rights handling meet the Act's requirements.",5,backend;compliance;phase2,BOK-14,
Sub-task,Compliance Execution,CMP-08 subtask: [NEW] Backend: `enforceDpdpDataHandling` business logic / state-transition method,[NEW] Backend: `enforceDpdpDataHandling` business logic / state-transition method,,,backend;compliance;phase2;subtask,,CMP-08: Implement India DPDP Act data-handling compliance
Sub-task,Compliance Execution,"CMP-08 subtask: [NEW] Backend: domain event publication (`@Transactional`, same method scope)","[NEW] Backend: domain event publication (`@Transactional`, same method scope)",,,backend;compliance;phase2;subtask,,CMP-08: Implement India DPDP Act data-handling compliance
Sub-task,Compliance Execution,CMP-08 subtask: [NEW] Backend: REST endpoint `(internal — India-scoped PII handling controls)`,[NEW] Backend: REST endpoint `(internal — India-scoped PII handling controls)`,,,backend;compliance;phase2;subtask,,CMP-08: Implement India DPDP Act data-handling compliance
Sub-task,Compliance Execution,CMP-08 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;compliance;phase2;subtask,,CMP-08: Implement India DPDP Act data-handling compliance
Sub-task,Compliance Execution,CMP-08 subtask: [NEW] Backend: module/integration test,[NEW] Backend: module/integration test,,,backend;compliance;phase2;subtask,,CMP-08: Implement India DPDP Act data-handling compliance
Story,Compliance Execution,CMP-09: Implement EU/UK GDPR data-subject rights (access/erasure/portability),"As a traveler (data subject), I want be able to exercise GDPR access, erasure, and portability rights on my data held by Adren, so that PRD §17.2's EU/UK data residency/GDPR requirement is implemented as real data-subject-rights tooling, pending PINF-06's residency decision.

PRD reference(s): §17.2 Platform Enforcement Requirements; §19 Open Items
Module(s)/Screen(s): compliance
Testing tier(s): integration (Testcontainers)
Story points reasoning: Cross-module data-subject-rights tooling (booking, payments, ai all hold traveler-linked data) — broad reach, and blocked on PINF-06's residency decision for full correctness.

NEEDS CLARIFICATION: PRD §19: the EU/UK data residency approach is an open item — this story's erasure/retention logic may need rework depending on PINF-06's resolved residency decision.","- Given an EU/UK traveler submits a data-access request, when it is processed, then all PII held about them across `booking`/`payments`/`ai` modules is compiled and returned within the GDPR-mandated response window.
- Given an erasure request is submitted, when it is processed, then the data is erased or anonymized per GDPR, respecting any legal-retention exceptions (e.g. financial records).",8,backend;compliance;phase2,"PINF-06, BOK-14",
Sub-task,Compliance Execution,CMP-09 subtask: [NEW] Backend: cross-module PII compilation for access requests,[NEW] Backend: cross-module PII compilation for access requests,,,backend;compliance;phase2;subtask,,CMP-09: Implement EU/UK GDPR data-subject rights (access/erasure/portability)
Sub-task,Compliance Execution,CMP-09 subtask: [NEW] Backend: erasure/anonymization workflow respecting legal-retention exceptions,[NEW] Backend: erasure/anonymization workflow respecting legal-retention exceptions,,,backend;compliance;phase2;subtask,,CMP-09: Implement EU/UK GDPR data-subject rights (access/erasure/portability)
Sub-task,Compliance Execution,CMP-09 subtask: [NEW] Backend: integrationTest — full access-request round trip,[NEW] Backend: integrationTest — full access-request round trip,,,backend;compliance;phase2;subtask,,CMP-09: Implement EU/UK GDPR data-subject rights (access/erasure/portability)
Story,Compliance Execution,CMP-10: Re-trigger the KYC checklist at production scale when a Consultant's market changes,"As a Super Admin, I want have a Consultant's KYC checklist re-trigger correctly for their new market when they relocate, even under real production data volume, so that PRD §23.6 Edge Case #13 and T18 hold under production scale and concurrent-edit conditions the MVP's FND-04 rule table wasn't stress-tested against.

PRD reference(s): §23.6 Edge Case #13; §25 T18
Module(s)/Screen(s): compliance
Testing tier(s): integration (Testcontainers)
Story points reasoning: Production-scale/concurrency hardening of a rule that FND-04's MVP rule table already implements at small scale.","- Given a Consultant's declared home market changes after onboarding (e.g. relocates India → UK) under production load, when the change is saved, then the system re-triggers the KYC checklist for the new market rather than leaving the account under the original market's rules, verified under concurrent-access conditions.",5,backend;compliance;phase2,"FND-04, FND-17",
Sub-task,Compliance Execution,CMP-10 subtask: [EXTEND] Backend: market-change KYC re-trigger hardened for concurrent-edit safety,[EXTEND] Backend: market-change KYC re-trigger hardened for concurrent-edit safety,,,backend;compliance;phase2;subtask,,CMP-10: Re-trigger the KYC checklist at production scale when a Consultant's market changes
Sub-task,Compliance Execution,CMP-10 subtask: [NEW] Backend: integrationTest — concurrent market-change scenario,[NEW] Backend: integrationTest — concurrent market-change scenario,,,backend;compliance;phase2;subtask,,CMP-10: Re-trigger the KYC checklist at production scale when a Consultant's market changes
Story,Compliance Execution,CMP-11: Track whether Adren itself requires market-specific licensing,"As a Super Admin, I want have a documented, tracked determination of whether Adren itself (not just its Consultants) needs market-specific licensing in each of the six markets, so that PRD §19's open item is resolved and its operational implication (if any) is tracked, not left implicit.

PRD reference(s): §19 Open Items for Business Confirmation
Module(s)/Screen(s): compliance
Testing tier(s): integration (Testcontainers)
Story points reasoning: Tracking/gating mechanism; the legal determination itself is a business process outside engineering scope.

NEEDS CLARIFICATION: PRD §19: whether Adren itself requires market-specific licensing is an open item for business confirmation — this story implements the tracking mechanism, not the legal determination itself.","- Given legal counsel determines Adren itself requires licensing in a given market, when the determination is recorded, then it is tracked against that market's operational readiness, gating GA launch in that market if unresolved.",3,backend;compliance;phase2,,
Sub-task,Compliance Execution,"CMP-11 subtask: [NEW] Infra: per-market Adren-licensing determination tracker, gating GA launch in that market","[NEW] Infra: per-market Adren-licensing determination tracker, gating GA launch in that market",,,backend;compliance;phase2;subtask,,CMP-11: Track whether Adren itself requires market-specific licensing
Sub-task,Compliance Execution,CMP-11 subtask: [NEW] Infra: README / RULES.md documentation update,[NEW] Infra: README / RULES.md documentation update,,,backend;compliance;phase2;subtask,,CMP-11: Track whether Adren itself requires market-specific licensing
Sub-task,Compliance Execution,CMP-11 subtask: [NEW] Infra: verification step (local run and/or CI check),[NEW] Infra: verification step (local run and/or CI check),,,backend;compliance;phase2;subtask,,CMP-11: Track whether Adren itself requires market-specific licensing
Story,Compliance Execution,CMP-12: Harden the data-driven KYC rule engine for production rule changes without a release cycle,"As a compliance owner, I want update a market's KYC rules (e.g. a new US state's Seller of Travel requirement) without waiting for a full platform release, so that PRD §24.7's NFR is fully realized at production maturity — FND-04's data-driven rule table is administrable, not just data-driven in schema.

PRD reference(s): §24.7 NFR Regional Compliance
Module(s)/Screen(s): compliance
Testing tier(s): unit, module (@ApplicationModuleTest), component test
Story points reasoning: Adds an administrable interface on top of FND-04's already-data-driven rule table — the MVP made it data-driven in the database; this makes it editable without a deploy.","- Given a market rule changes (e.g. a new required KYC field), when an authorized compliance owner updates the rule table via an admin interface, then the change takes effect for new onboarding sessions without a backend deploy.",5,backend;frontend;compliance;phase2,"FND-04, CMP-06",
Sub-task,Compliance Execution,CMP-12 subtask: [EXTEND] Backend: `updateKycRuleTable` business logic / state-transition method,[EXTEND] Backend: `updateKycRuleTable` business logic / state-transition method,,,backend;frontend;compliance;phase2;subtask,,CMP-12: Harden the data-driven KYC rule engine for production rule changes without a release cycle
Sub-task,Compliance Execution,"CMP-12 subtask: [EXTEND] Backend: domain event publication (`@Transactional`, same method scope)","[EXTEND] Backend: domain event publication (`@Transactional`, same method scope)",,,backend;frontend;compliance;phase2;subtask,,CMP-12: Harden the data-driven KYC rule engine for production rule changes without a release cycle
Sub-task,Compliance Execution,CMP-12 subtask: [EXTEND] Backend: REST endpoint `PUT /api/v1/compliance/kyc-rules/{market}`,[EXTEND] Backend: REST endpoint `PUT /api/v1/compliance/kyc-rules/{market}`,,,backend;frontend;compliance;phase2;subtask,,CMP-12: Harden the data-driven KYC rule engine for production rule changes without a release cycle
Sub-task,Compliance Execution,CMP-12 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;frontend;compliance;phase2;subtask,,CMP-12: Harden the data-driven KYC rule engine for production rule changes without a release cycle
Sub-task,Compliance Execution,CMP-12 subtask: [NEW] Backend: module/integration test,[NEW] Backend: module/integration test,,,backend;frontend;compliance;phase2;subtask,,CMP-12: Harden the data-driven KYC rule engine for production rule changes without a release cycle
Sub-task,Compliance Execution,CMP-12 subtask: [NEW] Frontend: `useKycRuleAdmin` hook (React Query for server data per RULES.md §7.1),[NEW] Frontend: `useKycRuleAdmin` hook (React Query for server data per RULES.md §7.1),,,backend;frontend;compliance;phase2;subtask,,CMP-12: Harden the data-driven KYC rule engine for production rule changes without a release cycle
Sub-task,Compliance Execution,CMP-12 subtask: [NEW] Frontend: `KycRuleAdmin.tsx` component — all 5 PRD Part 21 states (default/loading/success/empty/error),[NEW] Frontend: `KycRuleAdmin.tsx` component — all 5 PRD Part 21 states (default/loading/success/empty/error),,,backend;frontend;compliance;phase2;subtask,,CMP-12: Harden the data-driven KYC rule engine for production rule changes without a release cycle
Sub-task,Compliance Execution,"CMP-12 subtask: [NEW] Frontend: component test (Testing Library, co-located, asserts on role/label per RULES.md §7.3)","[NEW] Frontend: component test (Testing Library, co-located, asserts on role/label per RULES.md §7.3)",,,backend;frontend;compliance;phase2;subtask,,CMP-12: Harden the data-driven KYC rule engine for production rule changes without a release cycle
Story,Performance/Load Testing,PERF-01: Build a load-test harness for the search aggregation SLA,"As a platform reliability owner, I want load-test search aggregation against PRD §24.1's low-single-digit-second SLA for cached/normalized inventory, so that the search path holds its NFR under realistic concurrent load, not just functional-test conditions.

PRD reference(s): §24.1 NFR Booking Engine
Module(s)/Screen(s): Infra (performance test)
Testing tier(s): integration (Testcontainers)
Story points reasoning: New load-test harness (k6 or Gatling) targeting an already-built endpoint (FND-13's search).","- Given a k6/Gatling scenario simulates realistic concurrent search volume, when the test runs, then p95 latency for cached/normalized inventory categories stays within the low-single-digit-second SLA.",5,backend;performance;phase2,"FND-13, SUP-02, SUP-04, SUP-06",
Sub-task,Performance/Load Testing,PERF-01 subtask: [NEW] Backend: k6/Gatling search-load scenario,[NEW] Backend: k6/Gatling search-load scenario,,,backend;performance;phase2;subtask,,PERF-01: Build a load-test harness for the search aggregation SLA
Sub-task,Performance/Load Testing,PERF-01 subtask: [NEW] Backend: p95/p99 latency assertion against the §24.1 SLA,[NEW] Backend: p95/p99 latency assertion against the §24.1 SLA,,,backend;performance;phase2;subtask,,PERF-01: Build a load-test harness for the search aggregation SLA
Sub-task,Performance/Load Testing,"PERF-01 subtask: [NEW] Backend: CI-runnable load-test job (non-blocking, reported)","[NEW] Backend: CI-runnable load-test job (non-blocking, reported)",,,backend;performance;phase2;subtask,,PERF-01: Build a load-test harness for the search aggregation SLA
Story,Performance/Load Testing,PERF-02: Load-test concurrent booking race conditions at scale,"As a platform reliability owner, I want validate BOK-16's optimistic-locking behavior under real concurrent load, not just a two-request unit test, so that PRD §23.1 Edge Case #1 holds at production-realistic concurrency levels.

PRD reference(s): §23.1 Edge Case #1; §25 T21
Module(s)/Screen(s): Infra (performance test)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Load-test harness targeting BOK-16's already-built `@Version` mechanism at higher concurrency than its unit/integration test covers.","- Given N concurrent requests target the last available unit of the same inventory item, when the load test runs, then exactly one succeeds and N-1 fail gracefully with 'no longer available' — no duplicate booking occurs at any tested concurrency level.",5,backend;performance;phase2,BOK-16,
Sub-task,Performance/Load Testing,PERF-02 subtask: [NEW] Backend: concurrent-booking load-test scenario (N simultaneous requests on one contended unit),[NEW] Backend: concurrent-booking load-test scenario (N simultaneous requests on one contended unit),,,backend;performance;phase2;subtask,,PERF-02: Load-test concurrent booking race conditions at scale
