Issue Type,Epic,Summary,Description,Acceptance Criteria,Story Points,Labels,Dependencies,Parent
Sub-task,Frontend Shell,FES-01 subtask: [NEW] Frontend: route registration for all 10 PRD Part 21 screens in `App.tsx`,[NEW] Frontend: route registration for all 10 PRD Part 21 screens in `App.tsx`,,,frontend;foundation;phase1;subtask,,FES-01: Register all PRD Part 21 screens as code-split routes
Sub-task,Frontend Shell,FES-01 subtask: [NEW] Frontend: `React.lazy` + `Suspense` per route,[NEW] Frontend: `React.lazy` + `Suspense` per route,,,frontend;foundation;phase1;subtask,,FES-01: Register all PRD Part 21 screens as code-split routes
Sub-task,Frontend Shell,FES-01 subtask: [NEW] Frontend: component test — lazy route resolves and renders,[NEW] Frontend: component test — lazy route resolves and renders,,,frontend;foundation;phase1;subtask,,FES-01: Register all PRD Part 21 screens as code-split routes
Story,Frontend Shell,FES-02: Establish the app-wide provider stack slot for theme/branding context,"As a frontend engineer, I want have a defined slot between `QueryClientProvider` and `BrowserRouter` for app-wide providers, so that theme/branding (FES-06) and auth (FES-07) context land in the same established position rather than each PR guessing where to put its provider.

PRD reference(s): §13.2 Branding Configuration
Module(s)/Screen(s): Frontend shell (provider stack)
Testing tier(s): unit
Story points reasoning: Small, mechanical, but establishes a convention every subsequent provider-adding story depends on.","- Given a new app-wide provider is added, when it is wired into `main.tsx`, then it sits between `QueryClientProvider` and `BrowserRouter` per the documented convention, unless it specifically needs router context.",3,frontend;foundation;phase1,,
Sub-task,Frontend Shell,FES-02 subtask: [EXTEND] Frontend: `main.tsx` provider stack — documented slot + placeholder composition helper,[EXTEND] Frontend: `main.tsx` provider stack — documented slot + placeholder composition helper,,,frontend;foundation;phase1;subtask,,FES-02: Establish the app-wide provider stack slot for theme/branding context
Sub-task,Frontend Shell,FES-02 subtask: [NEW] Frontend: unit test — provider order asserted,[NEW] Frontend: unit test — provider order asserted,,,frontend;foundation;phase1;subtask,,FES-02: Establish the app-wide provider stack slot for theme/branding context
Story,Frontend Shell,FES-03: Introduce a Zustand store for the in-progress itinerary-builder draft,"As a Consultant/User, I want have my itinerary-builder draft persist across the multi-step wizard without being lost or duplicated by React Query, so that RULES.md §7.1's state-management boundary is established deliberately — cross-cutting client state that outlives one component tree uses Zustand, never a copy of React Query data.

PRD reference(s): §7.1 State management boundaries (RULES.md, reconciliation item)
Module(s)/Screen(s): Itinerary Builder (21.2)
Testing tier(s): unit, component test
Story points reasoning: First real Zustand usage in the codebase (currently a zero-usage dependency) — establishes the pattern the itinerary-builder and later screens will follow.","- Given a Consultant swaps a line item in one step of the builder, when they navigate to another step, then the draft state persists via the Zustand store, not local `useState` scoped to the now-unmounted step component.
- Given server data (search results) is fetched, when it is inspected, then it is never copied into the Zustand store — only genuinely cross-cutting draft state lives there.",5,frontend;foundation;phase1,,
Sub-task,Frontend Shell,FES-03 subtask: [NEW] Frontend: `itineraryDraftStore` (Zustand),[NEW] Frontend: `itineraryDraftStore` (Zustand),,,frontend;foundation;phase1;subtask,,FES-03: Introduce a Zustand store for the in-progress itinerary-builder draft
Sub-task,Frontend Shell,FES-03 subtask: [NEW] Frontend: unit test — draft persists across simulated step navigation,[NEW] Frontend: unit test — draft persists across simulated step navigation,,,frontend;foundation;phase1;subtask,,FES-03: Introduce a Zustand store for the in-progress itinerary-builder draft
Sub-task,Frontend Shell,FES-03 subtask: [NEW] Frontend: component test — store never receives a React Query result copy,[NEW] Frontend: component test — store never receives a React Query result copy,,,frontend;foundation;phase1;subtask,,FES-03: Introduce a Zustand store for the in-progress itinerary-builder draft
Story,Frontend Shell,"FES-04: Build shared UI primitives — Button, Card, TextField, Select","As a frontend engineer, I want have generic, accessible primitives in `shared/components` instead of each feature reinventing form controls, so that every consumer gets correct `label`/`htmlFor`/`aria-invalid`/`aria-describedby` wiring for free, per frontend-best-practices §5.

PRD reference(s): §21 (cross-screen UI consistency)
Module(s)/Screen(s): shared (frontend)
Testing tier(s): component test
Story points reasoning: First entries in an empty `shared/components` — four primitives, each needing correct accessibility wiring per RULES.md §7.3, is genuinely the size of a small design-system slice.","- Given a `TextField` primitive is rendered with a validation error, when it is inspected, then `aria-invalid` and `aria-describedby` are wired to the error message automatically, with no per-consumer a11y code required.",8,frontend;foundation;phase1,FND-19,
Sub-task,Frontend Shell,FES-04 subtask: [NEW] Frontend: `Button` component,[NEW] Frontend: `Button` component,,,frontend;foundation;phase1;subtask,,"FES-04: Build shared UI primitives — Button, Card, TextField, Select"
Sub-task,Frontend Shell,FES-04 subtask: [NEW] Frontend: `Card` component,[NEW] Frontend: `Card` component,,,frontend;foundation;phase1;subtask,,"FES-04: Build shared UI primitives — Button, Card, TextField, Select"
Sub-task,Frontend Shell,FES-04 subtask: [NEW] Frontend: `TextField` component (label/aria wiring built-in),[NEW] Frontend: `TextField` component (label/aria wiring built-in),,,frontend;foundation;phase1;subtask,,"FES-04: Build shared UI primitives — Button, Card, TextField, Select"
Sub-task,Frontend Shell,FES-04 subtask: [NEW] Frontend: `Select` component,[NEW] Frontend: `Select` component,,,frontend;foundation;phase1;subtask,,"FES-04: Build shared UI primitives — Button, Card, TextField, Select"
Sub-task,Frontend Shell,FES-04 subtask: [NEW] Frontend: component test per primitive,[NEW] Frontend: component test per primitive,,,frontend;foundation;phase1;subtask,,"FES-04: Build shared UI primitives — Button, Card, TextField, Select"
Story,Frontend Shell,FES-05: Build shared MapPanel/ResultsPanel layout primitives,"As a frontend engineer, I want have a reusable split-panel layout pair for the map+results shape shared by Search Dashboard and Itinerary Builder, so that PRD §21.1/§21.2's shared split-panel structure isn't duplicated per screen, per frontend-best-practices §5.

PRD reference(s): §21.1 Search Dashboard; §21.2 Itinerary Builder
Module(s)/Screen(s): shared (frontend)
Testing tier(s): component test
Story points reasoning: Two components extracted from FND-13's real implementation, generalized for reuse by FND-16.","- Given `MapPanel`/`ResultsPanel` are composed on the Search Dashboard, when they render, then pins/results follow the documented split-panel layout (map left/top on desktop/mobile per §21.1).
- Given the same primitives are composed on the Itinerary Builder, when they render, then the layout matches without re-implementing the split-panel CSS/structure.",5,frontend;foundation;phase1,FND-13,
Sub-task,Frontend Shell,FES-05 subtask: [NEW] Frontend: `MapPanel` shared component (extracted/generalized from FND-13),[NEW] Frontend: `MapPanel` shared component (extracted/generalized from FND-13),,,frontend;foundation;phase1;subtask,,FES-05: Build shared MapPanel/ResultsPanel layout primitives
Sub-task,Frontend Shell,FES-05 subtask: [NEW] Frontend: `ResultsPanel` shared component,[NEW] Frontend: `ResultsPanel` shared component,,,frontend;foundation;phase1;subtask,,FES-05: Build shared MapPanel/ResultsPanel layout primitives
Sub-task,Frontend Shell,FES-05 subtask: [NEW] Frontend: component test per primitive,[NEW] Frontend: component test per primitive,,,frontend;foundation;phase1;subtask,,FES-05: Build shared MapPanel/ResultsPanel layout primitives
Story,Frontend Shell,FES-06: Implement runtime-configurable white-label theme tokens,"As a Consultant, I want see my branding (logo, colors) applied at runtime without a build-time deploy, so that PRD §13.2's per-tenant, runtime-applied branding is supported via CSS custom properties, per frontend-best-practices §5.

PRD reference(s): §13.2 Branding Configuration
Module(s)/Screen(s): shared (frontend)
Testing tier(s): unit, component test
Story points reasoning: Design-system-level runtime theming mechanism; must be chosen before styled components proliferate, per frontend-best-practices §5's explicit warning.","- Given a Consultant's branding profile (FND-06) specifies primary/secondary colors, when their storefront loads, then CSS custom properties (`--adren-primary`, etc.) are set at runtime from that profile — no build-time-baked Tailwind config values.",5,frontend;foundation;whitelabel;phase1,"FND-06, FES-02",
Sub-task,Frontend Shell,FES-06 subtask: [NEW] Frontend: CSS custom-property theme-token contract,[NEW] Frontend: CSS custom-property theme-token contract,,,frontend;foundation;whitelabel;phase1;subtask,,FES-06: Implement runtime-configurable white-label theme tokens
Sub-task,Frontend Shell,FES-06 subtask: [NEW] Frontend: runtime theme provider reading FND-06's branding profile,[NEW] Frontend: runtime theme provider reading FND-06's branding profile,,,frontend;foundation;whitelabel;phase1;subtask,,FES-06: Implement runtime-configurable white-label theme tokens
Sub-task,Frontend Shell,FES-06 subtask: [NEW] Frontend: component test — token values reflect the loaded profile,[NEW] Frontend: component test — token values reflect the loaded profile,,,frontend;foundation;whitelabel;phase1;subtask,,FES-06: Implement runtime-configurable white-label theme tokens
Story,Frontend Shell,FES-07: Add an auth/session context with per-role route guards,"As a Consultant/User/Super Admin, I want only reach routes appropriate to my role, so that FND-01/FND-02's backend authorization is mirrored on the frontend so a User never even sees a Super-Admin-only route rendered before a 403.

PRD reference(s): §6 Roles & Permissions Matrix
Module(s)/Screen(s): Frontend shell (all screens)
Testing tier(s): unit, component test, e2e
Story points reasoning: Session context + guard-per-route wiring across all 10 screens; correctness depends on staying in sync with FND-01/02's backend role matrix.","- Given a USER-role session attempts to navigate to the Super Admin Console route, when the route guard evaluates, then navigation is redirected before the Super Admin Console component ever mounts.",8,frontend;foundation;security;phase1,"FND-01, FND-02, FES-01, FES-02",
Sub-task,Frontend Shell,"FES-07 subtask: [NEW] Frontend: auth/session context (principal: userId/role/consultantId, mirroring FND-01)","[NEW] Frontend: auth/session context (principal: userId/role/consultantId, mirroring FND-01)",,,frontend;foundation;security;phase1;subtask,,FES-07: Add an auth/session context with per-role route guards
Sub-task,Frontend Shell,FES-07 subtask: [NEW] Frontend: per-route guard component wrapping each protected `<Route>`,[NEW] Frontend: per-route guard component wrapping each protected `<Route>`,,,frontend;foundation;security;phase1;subtask,,FES-07: Add an auth/session context with per-role route guards
Sub-task,Frontend Shell,FES-07 subtask: [NEW] Frontend: component test — guard redirect per role,[NEW] Frontend: component test — guard redirect per role,,,frontend;foundation;security;phase1;subtask,,FES-07: Add an auth/session context with per-role route guards
Sub-task,Frontend Shell,FES-07 subtask: [NEW] Frontend: e2e — unauthorized navigation attempt redirected,[NEW] Frontend: e2e — unauthorized navigation attempt redirected,,,frontend;foundation;security;phase1;subtask,,FES-07: Add an auth/session context with per-role route guards
Story,Frontend Shell,FES-08: Adopt react-hook-form + zod as the form/validation standard,"As a frontend engineer, I want have one consistent form/validation approach before the Traveler Detail form, Package Builder form, and onboarding wizard are built, so that frontend-best-practices §4's recommendation is adopted deliberately, avoiding each form reinventing its own `useState`-per-field handling.

PRD reference(s): §21.3 Package Builder; §21.4 Booking & Payment Flow; §21.6 Super Admin Console (onboarding wizard)
Module(s)/Screen(s): Frontend shell (tooling)
Testing tier(s): component test
Story points reasoning: Library adoption + one reference form migration to prove the pattern, ahead of BOK-11/BOK-13/ADS-03/FES-09 all needing it.","- Given a new multi-field form is built after this story lands, when it is inspected, then it uses `react-hook-form` + a `zod` schema via `@hookform/resolvers`, not a bespoke per-field `useState` pattern.",5,frontend;foundation;phase1,FES-04,
Sub-task,Frontend Shell,FES-08 subtask: [NEW] Frontend: `react-hook-form` + `zod` + `@hookform/resolvers` dependency adoption,[NEW] Frontend: `react-hook-form` + `zod` + `@hookform/resolvers` dependency adoption,,,frontend;foundation;phase1;subtask,,FES-08: Adopt react-hook-form + zod as the form/validation standard
Sub-task,Frontend Shell,FES-08 subtask: [NEW] Frontend: one reference form migrated to prove the pattern (e.g. the Search Dashboard's date/pax fields),[NEW] Frontend: one reference form migrated to prove the pattern (e.g. the Search Dashboard's date/pax fields),,,frontend;foundation;phase1;subtask,,FES-08: Adopt react-hook-form + zod as the form/validation standard
Sub-task,Frontend Shell,FES-08 subtask: [NEW] Frontend: component test — validation error surfaces via FES-04's `TextField` aria wiring,[NEW] Frontend: component test — validation error surfaces via FES-04's `TextField` aria wiring,,,frontend;foundation;phase1;subtask,,FES-08: Adopt react-hook-form + zod as the form/validation standard
Story,Frontend Shell,"FES-09: Build a schema-driven, market-dependent onboarding wizard field engine","As a frontend engineer, I want have the Consultant/Super Admin onboarding wizard resolve its required fields from data, not a hardcoded per-market conditional tree, so that PRD §24.7's data-driven KYC principle is mirrored on the frontend, matching FND-04's backend rule table so a market-rule change never requires a frontend deploy that can drift from the backend.

PRD reference(s): §24.7 NFR Regional Compliance; §13.1 Consultant Onboarding; §21.6 Super Admin Console
Module(s)/Screen(s): Frontend shell (tooling)
Testing tier(s): unit, component test
Story points reasoning: Schema-driven form-field resolution engine consumed by both FND-04's Consultant wizard and any future market-dependent form — genuine architectural piece, not a simple form.","- Given the market→required-fields rule table (FND-04) changes on the backend, when the onboarding wizard is rendered, then its required-field set updates without a frontend code change, fetched from the backend's rule table rather than a duplicated hardcoded map.",8,frontend;foundation;whitelabel;phase1,"FND-04, FES-08",
Sub-task,Frontend Shell,FES-09 subtask: [NEW] Frontend: schema-driven field-resolution engine consuming FND-04's market rule table,[NEW] Frontend: schema-driven field-resolution engine consuming FND-04's market rule table,,,frontend;foundation;whitelabel;phase1;subtask,,"FES-09: Build a schema-driven, market-dependent onboarding wizard field engine"
Sub-task,Frontend Shell,FES-09 subtask: [NEW] Frontend: unit test — field set changes when the backend rule table changes,[NEW] Frontend: unit test — field set changes when the backend rule table changes,,,frontend;foundation;whitelabel;phase1;subtask,,"FES-09: Build a schema-driven, market-dependent onboarding wizard field engine"
Sub-task,Frontend Shell,FES-09 subtask: [NEW] Frontend: component test — wizard renders correctly for two different markets,[NEW] Frontend: component test — wizard renders correctly for two different markets,,,frontend;foundation;whitelabel;phase1;subtask,,"FES-09: Build a schema-driven, market-dependent onboarding wizard field engine"
Story,Frontend Shell,FES-10: Add a global toast/notification queue for async operation feedback,"As a Consultant/User, I want see a toast confirmation or error for async operations (save, publish, payment) across any screen, so that async feedback is consistent platform-wide rather than each feature inventing its own transient-message pattern.

PRD reference(s): §21 (cross-screen UX consistency)
Module(s)/Screen(s): shared (frontend)
Testing tier(s): component test
Story points reasoning: Small, well-scoped Zustand store (cross-cutting client state per RULES.md §7.1) plus a toast-rendering component.","- Given an async mutation succeeds or fails on any screen, when the result resolves, then a toast is queued via the shared Zustand-backed toast store and displayed with an appropriate ARIA live region per RULES.md §7.3.",3,frontend;foundation;phase1,FES-03,
Sub-task,Frontend Shell,FES-10 subtask: [NEW] Frontend: `toastQueueStore` (Zustand),[NEW] Frontend: `toastQueueStore` (Zustand),,,frontend;foundation;phase1;subtask,,FES-10: Add a global toast/notification queue for async operation feedback
Sub-task,Frontend Shell,FES-10 subtask: [NEW] Frontend: `ToastContainer` component with ARIA live region,[NEW] Frontend: `ToastContainer` component with ARIA live region,,,frontend;foundation;phase1;subtask,,FES-10: Add a global toast/notification queue for async operation feedback
Sub-task,Frontend Shell,FES-10 subtask: [NEW] Frontend: component test — queued toast renders and auto-dismisses,[NEW] Frontend: component test — queued toast renders and auto-dismisses,,,frontend;foundation;phase1;subtask,,FES-10: Add a global toast/notification queue for async operation feedback
Story,DevOps/Infra,OPS-01: Extend docker-compose with LocalStack S3/SQS/SNS/Secrets Manager/KMS services,"As a backend engineer, I want have every AWS-shaped service the MVP needs available locally via LocalStack, not just the current Postgres+base-LocalStack baseline, so that FND-11/FND-12/BOK-15's Secrets Manager, KMS, and S3 dependencies all have a local dev target before any of those stories can be verified.

PRD reference(s): §5 System Architecture Overview
Module(s)/Screen(s): Infra (docker-compose)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Extends the existing reference `docker-compose.yml` — mechanical service addition, but a blocking prerequisite for several FND/BOK/FIN stories.","- Given `docker compose up -d` is run, when the stack starts, then Postgres, LocalStack S3, SQS, SNS, Secrets Manager, and KMS are all available and reachable from `bootRun`.",5,devops;foundation;phase1,,
Sub-task,DevOps/Infra,OPS-01 subtask: [NEW] Infra: `docker-compose.yml` LocalStack service list extended to S3/SQS/SNS/Secrets Manager/KMS,[NEW] Infra: `docker-compose.yml` LocalStack service list extended to S3/SQS/SNS/Secrets Manager/KMS,,,devops;foundation;phase1;subtask,,OPS-01: Extend docker-compose with LocalStack S3/SQS/SNS/Secrets Manager/KMS services
Sub-task,DevOps/Infra,OPS-01 subtask: [NEW] Infra: README / RULES.md documentation update,[NEW] Infra: README / RULES.md documentation update,,,devops;foundation;phase1;subtask,,OPS-01: Extend docker-compose with LocalStack S3/SQS/SNS/Secrets Manager/KMS services
Sub-task,DevOps/Infra,OPS-01 subtask: [NEW] Infra: verification step (local run and/or CI check),[NEW] Infra: verification step (local run and/or CI check),,,devops;foundation;phase1;subtask,,OPS-01: Extend docker-compose with LocalStack S3/SQS/SNS/Secrets Manager/KMS services
Story,DevOps/Infra,OPS-02: Provision Adren-owned supplier credentials in LocalStack Secrets Manager,"As a backend engineer, I want have a provisioning script seed LocalStack Secrets Manager with placeholder Hotelbeds/STUBA/TBO/etc. credential entries, so that FND-11's Secrets-Manager-by-ARN pattern has real local entries to reference during development and integrationTest runs.

PRD reference(s): §5.3 Secrets handling (RULES.md)
Module(s)/Screen(s): Infra (LocalStack)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Scripted seed data — mechanical, but exercises the exact mechanism FND-11 depends on.","- Given the provisioning script is run against a fresh LocalStack instance, when it completes, then one Secrets Manager entry per supplier exists, matching the ARNs FND-11's credential entities expect.",5,devops;foundation;security;phase1,"OPS-01, FND-11",
Sub-task,DevOps/Infra,OPS-02 subtask: [NEW] Infra: LocalStack Secrets Manager seed script (one entry per Adren-owned supplier),[NEW] Infra: LocalStack Secrets Manager seed script (one entry per Adren-owned supplier),,,devops;foundation;security;phase1;subtask,,OPS-02: Provision Adren-owned supplier credentials in LocalStack Secrets Manager
Sub-task,DevOps/Infra,OPS-02 subtask: [NEW] Infra: README / RULES.md documentation update,[NEW] Infra: README / RULES.md documentation update,,,devops;foundation;security;phase1;subtask,,OPS-02: Provision Adren-owned supplier credentials in LocalStack Secrets Manager
Sub-task,DevOps/Infra,OPS-02 subtask: [NEW] Infra: verification step (local run and/or CI check),[NEW] Infra: verification step (local run and/or CI check),,,devops;foundation;security;phase1;subtask,,OPS-02: Provision Adren-owned supplier credentials in LocalStack Secrets Manager
Story,DevOps/Infra,OPS-03: Provision LocalStack S3 buckets for vouchers and the document vault,"As a backend engineer, I want have S3 buckets available locally for voucher PDFs and Traveler Profile document-vault files, so that BOK-15's voucher generation and BOK-14's document vault have a storage target before those stories can be verified end-to-end.

PRD reference(s): §20.11 Voucher (pdf_reference); §20.10 Traveler Profile (document_vault[])
Module(s)/Screen(s): Infra (LocalStack)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Small, scripted bucket provisioning.","- Given the provisioning script is run, when it completes, then a `vouchers` bucket and a `traveler-documents` bucket exist with the encryption-at-rest configuration BOK-15/BOK-14 expect.",3,devops;foundation;phase1,OPS-01,
Sub-task,DevOps/Infra,"OPS-03 subtask: [NEW] Infra: LocalStack S3 bucket provisioning script (`vouchers`, `traveler-documents`)","[NEW] Infra: LocalStack S3 bucket provisioning script (`vouchers`, `traveler-documents`)",,,devops;foundation;phase1;subtask,,OPS-03: Provision LocalStack S3 buckets for vouchers and the document vault
Sub-task,DevOps/Infra,OPS-03 subtask: [NEW] Infra: README / RULES.md documentation update,[NEW] Infra: README / RULES.md documentation update,,,devops;foundation;phase1;subtask,,OPS-03: Provision LocalStack S3 buckets for vouchers and the document vault
Sub-task,DevOps/Infra,OPS-03 subtask: [NEW] Infra: verification step (local run and/or CI check),[NEW] Infra: verification step (local run and/or CI check),,,devops;foundation;phase1;subtask,,OPS-03: Provision LocalStack S3 buckets for vouchers and the document vault
Story,DevOps/Infra,OPS-04: Establish Flyway migration discipline across all modules,"As a backend engineer, I want have every module's first real entity land with a correctly-numbered, additive-only Flyway migration, so that RULES.md §4.2's migration discipline (never edit a merged migration, one file per change, module-owned tables) is enforced as modules move from stub to real.

PRD reference(s): §4.2 Migration discipline (RULES.md)
Module(s)/Screen(s): Infra (Flyway)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Convention documentation plus a CI check that migration numbering is strictly incrementing and never edited post-merge.","- Given a new module's first entity is added (e.g. `ai`'s `AiSuggestionAuditLog`), when its migration is written, then it is `V<n>__ai_init.sql`, strictly incrementing from the current head, owning only `ai`-prefixed tables.",3,devops;foundation;phase1,OPS-01,
Sub-task,DevOps/Infra,"OPS-04 subtask: [NEW] Infra: CI check: Flyway migration numbering strictly incrementing, no edits to merged migrations","[NEW] Infra: CI check: Flyway migration numbering strictly incrementing, no edits to merged migrations",,,devops;foundation;phase1;subtask,,OPS-04: Establish Flyway migration discipline across all modules
Sub-task,DevOps/Infra,OPS-04 subtask: [NEW] Infra: README / RULES.md documentation update,[NEW] Infra: README / RULES.md documentation update,,,devops;foundation;phase1;subtask,,OPS-04: Establish Flyway migration discipline across all modules
Sub-task,DevOps/Infra,OPS-04 subtask: [NEW] Infra: verification step (local run and/or CI check),[NEW] Infra: verification step (local run and/or CI check),,,devops;foundation;phase1;subtask,,OPS-04: Establish Flyway migration discipline across all modules
Story,DevOps/Infra,OPS-05: Wire ./gradlew check and npm test/coverage/lint into CI on every PR,"As a engineering team, I want have every PR automatically run the full backend (`./gradlew check`) and frontend (`npm run test:coverage`, `npm run lint`) gates, so that module-boundary violations (`ModularityTests`), coverage regressions, and lint failures are caught before merge, not discovered later.

PRD reference(s): §8 PR / Code Review Checklist (RULES.md)
Module(s)/Screen(s): Infra (CI)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Standard CI pipeline wiring; the specific gate list (check vs. test, coverage thresholds, lint) matters more than the CI platform mechanics.","- Given a PR is opened, when CI runs, then `./gradlew check`, `npm run test:coverage`, and `npm run lint` all execute and the PR is blocked from merge if any fails.",5,devops;foundation;phase1,"FND-19, OPS-04",
Sub-task,DevOps/Infra,OPS-05 subtask: [NEW] Infra: CI pipeline configuration running `./gradlew check` + `npm run test:coverage` + `npm run lint` on every PR,[NEW] Infra: CI pipeline configuration running `./gradlew check` + `npm run test:coverage` + `npm run lint` on every PR,,,devops;foundation;phase1;subtask,,OPS-05: Wire ./gradlew check and npm test/coverage/lint into CI on every PR
Sub-task,DevOps/Infra,OPS-05 subtask: [NEW] Infra: README / RULES.md documentation update,[NEW] Infra: README / RULES.md documentation update,,,devops;foundation;phase1;subtask,,OPS-05: Wire ./gradlew check and npm test/coverage/lint into CI on every PR
Sub-task,DevOps/Infra,OPS-05 subtask: [NEW] Infra: verification step (local run and/or CI check),[NEW] Infra: verification step (local run and/or CI check),,,devops;foundation;phase1;subtask,,OPS-05: Wire ./gradlew check and npm test/coverage/lint into CI on every PR
Story,DevOps/Infra,OPS-06: Bump the Gradle build to the Java 25 toolchain once available,"As a backend engineer, I want build against the Java 25 toolchain the project targets, once a Java 25 JDK is available in the build environment, so that the scaffold, currently authored against a Java 21 JDK per backend/README's own note, stops carrying a known version gap.

PRD reference(s): backend/README.md toolchain note
Module(s)/Screen(s): Infra (Gradle)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Toolchain version bump — small, but explicitly flagged as a known gap in the existing reference implementation.","- Given a Java 25 JDK is available in the build environment, when `./gradlew build` is run, then it builds against the Java 25 toolchain with no compatibility warnings.",2,devops;foundation;phase1,,
Sub-task,DevOps/Infra,OPS-06 subtask: [NEW] Infra: `build.gradle.kts` toolchain version bump to Java 25 (once available),[NEW] Infra: `build.gradle.kts` toolchain version bump to Java 25 (once available),,,devops;foundation;phase1;subtask,,OPS-06: Bump the Gradle build to the Java 25 toolchain once available
Sub-task,DevOps/Infra,OPS-06 subtask: [NEW] Infra: README / RULES.md documentation update,[NEW] Infra: README / RULES.md documentation update,,,devops;foundation;phase1;subtask,,OPS-06: Bump the Gradle build to the Java 25 toolchain once available
Sub-task,DevOps/Infra,OPS-06 subtask: [NEW] Infra: verification step (local run and/or CI check),[NEW] Infra: verification step (local run and/or CI check),,,devops;foundation;phase1;subtask,,OPS-06: Bump the Gradle build to the Java 25 toolchain once available
Story,DevOps/Infra,OPS-07: Configure the Groq API key as a proper secret boundary,"As a backend engineer, I want have the Groq API key sourced from LocalStack Secrets Manager in test/dev and real Secrets Manager in any non-local profile, so that RULES.md §5.3's rule — no real integration credential as a plaintext config value or environment variable outside local Docker Compose — applies to `adren.ai.groq` exactly as it does to supplier credentials.

PRD reference(s): §5.3 Secrets handling (RULES.md)
Module(s)/Screen(s): Infra (secrets)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Same pattern as FND-11/OPS-02, applied to one additional secret.","- Given the `ai` module resolves its Groq API key in a non-local profile, when resolution runs, then it reads from Secrets Manager by ARN, never a plaintext env var default.",2,devops;foundation;security;phase1,"OPS-02, AI-01",
Sub-task,DevOps/Infra,OPS-07 subtask: [NEW] Infra: Groq API key sourced from Secrets Manager by ARN outside local profile,[NEW] Infra: Groq API key sourced from Secrets Manager by ARN outside local profile,,,devops;foundation;security;phase1;subtask,,OPS-07: Configure the Groq API key as a proper secret boundary
Sub-task,DevOps/Infra,OPS-07 subtask: [NEW] Infra: README / RULES.md documentation update,[NEW] Infra: README / RULES.md documentation update,,,devops;foundation;security;phase1;subtask,,OPS-07: Configure the Groq API key as a proper secret boundary
Sub-task,DevOps/Infra,OPS-07 subtask: [NEW] Infra: verification step (local run and/or CI check),[NEW] Infra: verification step (local run and/or CI check),,,devops;foundation;security;phase1;subtask,,OPS-07: Configure the Groq API key as a proper secret boundary
Story,DevOps/Infra,OPS-08: Wire module-documentation generation into the release checklist,"As a engineering team, I want have `ModularityTests.writeModuleDocumentation()`'s PlantUML output copied into `doc/architecture/` as a standard release step, so that the module map in documentation can't silently drift from the actual code structure, per the backend-spring-modulith skill.

PRD reference(s): backend-spring-modulith skill (module doc generation)
Module(s)/Screen(s): Infra (release process)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Process/checklist wiring, not new code — codifies an already-documented but not-yet-enforced step.","- Given a release checklist is run, when the module-documentation step executes, then `build/spring-modulith-docs/*.puml` is regenerated and copied into `doc/architecture/`, and the diff is reviewed as part of the release PR.",2,devops;foundation;phase1,,
Sub-task,DevOps/Infra,OPS-08 subtask: [NEW] Infra: Release checklist step: regenerate and copy PlantUML module docs into `doc/architecture/`,[NEW] Infra: Release checklist step: regenerate and copy PlantUML module docs into `doc/architecture/`,,,devops;foundation;phase1;subtask,,OPS-08: Wire module-documentation generation into the release checklist
Sub-task,DevOps/Infra,OPS-08 subtask: [NEW] Infra: README / RULES.md documentation update,[NEW] Infra: README / RULES.md documentation update,,,devops;foundation;phase1;subtask,,OPS-08: Wire module-documentation generation into the release checklist
Sub-task,DevOps/Infra,OPS-08 subtask: [NEW] Infra: verification step (local run and/or CI check),[NEW] Infra: verification step (local run and/or CI check),,,devops;foundation;phase1;subtask,,OPS-08: Wire module-documentation generation into the release checklist
Story,DevOps/Infra,OPS-09: Define per-environment application.yml profiles,"As a backend engineer, I want have distinct `local`/`test`/`staging` Spring profiles with the correct secret-sourcing and service-endpoint boundaries per profile, so that the local-only plaintext credential exception in RULES.md §5.3 stays scoped to `local` and never leaks into a shared profile.

PRD reference(s): §5.3 Secrets handling (RULES.md)
Module(s)/Screen(s): Infra (config)
Testing tier(s): integration (Testcontainers)
Story points reasoning: Config-file structuring; the guarantee is the absence of a plaintext fallback outside `local`, which needs its own check.","- Given the application starts under the `local` profile, when config resolves, then plaintext local Docker Compose credentials are used.
- Given the application starts under any non-local profile, when config resolves, then every credential resolves via Secrets Manager by ARN — no plaintext fallback exists in that profile's config.",3,devops;foundation;phase1,"OPS-02, OPS-07",
Sub-task,DevOps/Infra,OPS-09 subtask: [NEW] Infra: `application-local.yml` / `application-test.yml` / `application-staging.yml` profile split,[NEW] Infra: `application-local.yml` / `application-test.yml` / `application-staging.yml` profile split,,,devops;foundation;phase1;subtask,,OPS-09: Define per-environment application.yml profiles
Sub-task,DevOps/Infra,OPS-09 subtask: [NEW] Infra: README / RULES.md documentation update,[NEW] Infra: README / RULES.md documentation update,,,devops;foundation;phase1;subtask,,OPS-09: Define per-environment application.yml profiles
